Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10035_001,SE_A10035_002,SE_A10035_003,SE_A10035_004,SE_A10035_005,SE_A10035_006,SE_A10035_007,SE_A10035_008,SE_A10035_009,SE_A10035_010,PCT_SE_A10035_002,PCT_SE_A10035_003,PCT_SE_A10035_004,PCT_SE_A10035_005,PCT_SE_A10035_006,PCT_SE_A10035_007,PCT_SE_A10035_008,PCT_SE_A10035_009,PCT_SE_A10035_010
"06037400605","Census Tract 4006.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"400605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4006.05",,,,1944,31,28,74,53,192,159,640,333,434,1.59,1.44,3.81,2.73,9.88,8.18,32.92,17.13,22.33
"06037400801","Census Tract 4008.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"400801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4008.01",,,,1497,7,10,15,0,78,74,771,264,278,0.47,0.67,1,0,5.21,4.94,51.5,17.64,18.57
"06037401001","Census Tract 4010.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4010.01",,,,809,0,0,24,10,0,0,207,444,124,0,0,2.97,1.24,0,0,25.59,54.88,15.33
"06037401002","Census Tract 4010.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4010.02",,,,677,11,0,7,12,0,9,209,387,42,1.62,0,1.03,1.77,0,1.33,30.87,57.16,6.2
"06037401101","Census Tract 4011.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4011.01",,,,809,38,0,10,0,0,45,268,394,54,4.7,0,1.24,0,0,5.56,33.13,48.7,6.67
"06037401102","Census Tract 4011.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4011.02",,,,568,0,15,48,5,0,56,338,99,7,0,2.64,8.45,0.88,0,9.86,59.51,17.43,1.23
"06037401201","Census Tract 4012.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4012.01",,,,868,0,0,25,0,10,25,345,290,173,0,0,2.88,0,1.15,2.88,39.75,33.41,19.93
"06037401202","Census Tract 4012.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4012.02",,,,1084,0,0,45,0,0,227,473,276,63,0,0,4.15,0,0,20.94,43.63,25.46,5.81
"06037401203","Census Tract 4012.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4012.03",,,,1094,5,36,0,44,0,119,527,358,5,0.46,3.29,0,4.02,0,10.88,48.17,32.72,0.46
"06037401303","Census Tract 4013.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4013.03",,,,610,26,0,0,0,0,0,57,237,290,4.26,0,0,0,0,0,9.34,38.85,47.54
"06037401304","Census Tract 4013.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4013.04",,,,1739,0,0,34,0,0,17,369,1013,306,0,0,1.96,0,0,0.98,21.22,58.25,17.6
"06037401311","Census Tract 4013.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4013.11",,,,1637,0,16,16,17,0,223,961,286,118,0,0.98,0.98,1.04,0,13.62,58.7,17.47,7.21
"06037401312","Census Tract 4013.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4013.12",,,,1526,31,171,180,79,275,152,262,263,113,2.03,11.21,11.8,5.18,18.02,9.96,17.17,17.23,7.4
"06037401500","Census Tract 4015, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4015",,,,1129,69,60,73,55,37,79,556,173,27,6.11,5.31,6.47,4.87,3.28,7,49.25,15.32,2.39
"06037401601","Census Tract 4016.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4016.01",,,,1464,29,0,142,254,377,104,162,332,64,1.98,0,9.7,17.35,25.75,7.1,11.07,22.68,4.37
"06037401602","Census Tract 4016.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4016.02",,,,1044,0,0,0,0,0,292,479,261,12,0,0,0,0,0,27.97,45.88,25,1.15
"06037401705","Census Tract 4017.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4017.05",,,,834,0,30,33,7,0,17,140,531,76,0,3.6,3.96,0.84,0,2.04,16.79,63.67,9.11
"06037401706","Census Tract 4017.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4017.06",,,,744,4,0,7,8,8,128,523,59,7,0.54,0,0.94,1.08,1.08,17.2,70.3,7.93,0.94
"06037401707","Census Tract 4017.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4017.07",,,,1576,119,139,39,52,39,243,850,95,0,7.55,8.82,2.47,3.3,2.47,15.42,53.93,6.03,0
"06037401801","Census Tract 4018.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4018.01",,,,1248,0,0,0,3,12,25,540,639,29,0,0,0,0.24,0.96,2,43.27,51.2,2.32
"06037401802","Census Tract 4018.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4018.02",,,,1141,51,0,19,0,7,20,303,657,84,4.47,0,1.67,0,0.61,1.75,26.56,57.58,7.36
"06037401901","Census Tract 4019.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4019.01",,,,9,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,55.56,44.44,0
"06037401902","Census Tract 4019.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"401902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4019.02",,,,1180,0,0,22,41,0,0,260,423,434,0,0,1.86,3.47,0,0,22.03,35.85,36.78
"06037402001","Census Tract 4020.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4020.01",,,,661,9,27,0,0,10,96,406,50,63,1.36,4.08,0,0,1.51,14.52,61.42,7.56,9.53
"06037402002","Census Tract 4020.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4020.02",,,,920,0,0,0,0,47,131,623,91,28,0,0,0,0,5.11,14.24,67.72,9.89,3.04
"06037402101","Census Tract 4021.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4021.01",,,,713,0,0,0,0,0,323,390,0,0,0,0,0,0,0,45.3,54.7,0,0
"06037402102","Census Tract 4021.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4021.02",,,,1011,0,8,5,0,4,318,664,10,2,0,0.79,0.49,0,0.4,31.45,65.68,0.99,0.2
"06037402200","Census Tract 4022, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4022",,,,1347,0,25,20,0,0,271,635,331,65,0,1.86,1.48,0,0,20.12,47.14,24.57,4.83
"06037402301","Census Tract 4023.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4023.01",,,,792,0,0,16,0,81,411,266,18,0,0,0,2.02,0,10.23,51.89,33.59,2.27,0
"06037402303","Census Tract 4023.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4023.03",,,,408,0,0,0,0,20,194,150,19,25,0,0,0,0,4.9,47.55,36.76,4.66,6.13
"06037402304","Census Tract 4023.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4023.04",,,,332,53,49,28,18,43,92,47,2,0,15.96,14.76,8.43,5.42,12.95,27.71,14.16,0.6,0
"06037402403","Census Tract 4024.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4024.03",,,,794,29,60,121,93,111,189,170,0,21,3.65,7.56,15.24,11.71,13.98,23.8,21.41,0,2.64
"06037402404","Census Tract 4024.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4024.04",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037402405","Census Tract 4024.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4024.05",,,,459,0,14,4,0,33,183,225,0,0,0,3.05,0.87,0,7.19,39.87,49.02,0,0
"06037402406","Census Tract 4024.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4024.06",,,,804,29,0,0,0,3,432,305,35,0,3.61,0,0,0,0.37,53.73,37.94,4.35,0
"06037402501","Census Tract 4025.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4025.01",,,,370,18,21,44,14,6,208,59,0,0,4.86,5.68,11.89,3.78,1.62,56.22,15.95,0,0
"06037402503","Census Tract 4025.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4025.03",,,,347,0,0,7,0,9,134,197,0,0,0,0,2.02,0,2.59,38.62,56.77,0,0
"06037402504","Census Tract 4025.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4025.04",,,,340,0,0,0,0,26,201,106,7,0,0,0,0,0,7.65,59.12,31.18,2.06,0
"06037402601","Census Tract 4026.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4026.01",,,,316,0,0,0,0,10,169,103,30,4,0,0,0,0,3.16,53.48,32.59,9.49,1.27
"06037402602","Census Tract 4026.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4026.02",,,,827,0,0,0,0,0,192,560,32,43,0,0,0,0,0,23.22,67.71,3.87,5.2
"06037402702","Census Tract 4027.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4027.02",,,,331,0,40,0,0,12,117,146,16,0,0,12.08,0,0,3.63,35.35,44.11,4.83,0
"06037402703","Census Tract 4027.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4027.03",,,,839,26,0,22,11,21,408,333,12,6,3.1,0,2.62,1.31,2.5,48.63,39.69,1.43,0.72
"06037402705","Census Tract 4027.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4027.05",,,,712,4,4,35,0,8,241,410,7,3,0.56,0.56,4.92,0,1.12,33.85,57.58,0.98,0.42
"06037402706","Census Tract 4027.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4027.06",,,,692,11,0,7,0,2,230,442,0,0,1.59,0,1.01,0,0.29,33.24,63.87,0,0
"06037402801","Census Tract 4028.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4028.01",,,,360,9,32,0,36,19,154,93,17,0,2.5,8.89,0,10,5.28,42.78,25.83,4.72,0
"06037402803","Census Tract 4028.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4028.03",,,,371,4,0,0,0,36,211,104,16,0,1.08,0,0,0,9.7,56.87,28.03,4.31,0
"06037402804","Census Tract 4028.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4028.04",,,,251,0,0,0,6,30,106,98,0,11,0,0,0,2.39,11.95,42.23,39.04,0,4.38
"06037402902","Census Tract 4029.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4029.02",,,,848,9,3,0,8,52,391,366,19,0,1.06,0.35,0,0.94,6.13,46.11,43.16,2.24,0
"06037402903","Census Tract 4029.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4029.03",,,,561,4,10,0,63,19,187,253,25,0,0.71,1.78,0,11.23,3.39,33.33,45.1,4.46,0
"06037402904","Census Tract 4029.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"402904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4029.04",,,,645,4,8,38,0,7,392,179,17,0,0.62,1.24,5.89,0,1.09,60.78,27.75,2.64,0
"06037403000","Census Tract 4030, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4030",,,,1231,42,13,35,82,34,557,381,87,0,3.41,1.06,2.84,6.66,2.76,45.25,30.95,7.07,0
"06037403305","Census Tract 4033.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.05",,,,543,22,0,0,0,0,21,164,264,72,4.05,0,0,0,0,3.87,30.2,48.62,13.26
"06037403316","Census Tract 4033.16, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.16",,,,1916,29,0,0,0,11,515,444,703,214,1.51,0,0,0,0.57,26.88,23.17,36.69,11.17
"06037403317","Census Tract 4033.17, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.17",,,,1409,0,9,6,0,17,118,764,288,207,0,0.64,0.43,0,1.21,8.37,54.22,20.44,14.69
"06037403318","Census Tract 4033.18, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.18",,,,1662,33,0,0,0,15,287,761,517,49,1.99,0,0,0,0.9,17.27,45.79,31.11,2.95
"06037403319","Census Tract 4033.19, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.19",,,,1069,0,8,0,0,8,348,221,337,147,0,0.75,0,0,0.75,32.55,20.67,31.52,13.75
"06037403320","Census Tract 4033.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.20",,,,1395,0,0,0,9,0,51,140,580,615,0,0,0,0.65,0,3.66,10.04,41.58,44.09
"06037403321","Census Tract 4033.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.21",,,,1394,7,0,8,12,15,60,359,698,235,0.5,0,0.57,0.86,1.08,4.3,25.75,50.07,16.86
"06037403323","Census Tract 4033.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.23",,,,1281,9,0,11,16,0,30,518,493,204,0.7,0,0.86,1.25,0,2.34,40.44,38.49,15.93
"06037403324","Census Tract 4033.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.24",,,,1550,0,0,0,0,6,122,162,421,839,0,0,0,0,0.39,7.87,10.45,27.16,54.13
"06037403325","Census Tract 4033.25, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.25",,,,1233,10,0,23,0,0,11,286,518,385,0.81,0,1.87,0,0,0.89,23.2,42.01,31.22
"06037403326","Census Tract 4033.26, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.26",,,,471,7,0,45,32,40,0,105,189,53,1.49,0,9.55,6.79,8.49,0,22.29,40.13,11.25
"06037403327","Census Tract 4033.27, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.27",,,,726,0,7,4,8,1,20,475,211,0,0,0.96,0.55,1.1,0.14,2.75,65.43,29.06,0
"06037403328","Census Tract 4033.28, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033.28",,,,1313,0,0,8,31,101,183,353,476,161,0,0,0.61,2.36,7.69,13.94,26.88,36.25,12.26
"06037403401","Census Tract 4034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034.01",,,,1019,11,0,0,0,0,9,199,696,104,1.08,0,0,0,0,0.88,19.53,68.3,10.21
"06037403402","Census Tract 4034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034.02",,,,764,0,0,15,0,0,25,174,458,92,0,0,1.96,0,0,3.27,22.77,59.95,12.04
"06037403403","Census Tract 4034.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034.03",,,,1524,17,0,119,9,10,0,9,376,984,1.12,0,7.81,0.59,0.66,0,0.59,24.67,64.57
"06037403404","Census Tract 4034.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034.04",,,,577,2,0,0,3,0,0,44,177,351,0.35,0,0,0.52,0,0,7.63,30.68,60.83
"06037403407","Census Tract 4034.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034.07",,,,600,0,0,0,10,0,3,10,46,531,0,0,0,1.67,0,0.5,1.67,7.67,88.5
"06037403408","Census Tract 4034.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034.08",,,,1699,7,10,33,0,8,103,191,922,425,0.41,0.59,1.94,0,0.47,6.06,11.24,54.27,25.01
"06037403409","Census Tract 4034.09, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034.09",,,,928,0,0,0,13,0,9,153,396,357,0,0,0,1.4,0,0.97,16.49,42.67,38.47
"06037403500","Census Tract 4035, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4035",,,,383,5,0,0,18,0,0,30,94,236,1.31,0,0,4.7,0,0,7.83,24.54,61.62
"06037403601","Census Tract 4036.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4036.01",,,,1512,25,0,11,0,10,291,325,501,349,1.65,0,0.73,0,0.66,19.25,21.49,33.13,23.08
"06037403702","Census Tract 4037.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.02",,,,1091,15,0,9,0,32,82,492,439,22,1.37,0,0.82,0,2.93,7.52,45.1,40.24,2.02
"06037403703","Census Tract 4037.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.03",,,,1248,29,37,51,11,42,52,599,326,101,2.32,2.96,4.09,0.88,3.37,4.17,48,26.12,8.09
"06037403721","Census Tract 4037.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.21",,,,979,41,27,69,28,31,71,416,291,5,4.19,2.76,7.05,2.86,3.17,7.25,42.49,29.72,0.51
"06037403722","Census Tract 4037.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.22",,,,627,0,0,0,18,0,96,377,136,0,0,0,0,2.87,0,15.31,60.13,21.69,0
"06037403801","Census Tract 4038.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038.01",,,,1103,9,0,36,17,11,321,531,178,0,0.82,0,3.26,1.54,1,29.1,48.14,16.14,0
"06037403802","Census Tract 4038.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038.02",,,,1328,31,75,114,88,7,245,614,146,8,2.33,5.65,8.58,6.63,0.53,18.45,46.23,10.99,0.6
"06037403901","Census Tract 4039.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4039.01",,,,634,0,0,10,0,14,114,417,79,0,0,0,1.58,0,2.21,17.98,65.77,12.46,0
"06037403902","Census Tract 4039.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"403902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4039.02",,,,1100,19,8,176,18,0,48,585,216,30,1.73,0.73,16,1.64,0,4.36,53.18,19.64,2.73
"06037404000","Census Tract 4040, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4040",,,,813,0,0,0,0,8,160,493,126,26,0,0,0,0,0.98,19.68,60.64,15.5,3.2
"06037404100","Census Tract 4041, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4041",,,,1010,0,0,19,0,26,364,561,8,32,0,0,1.88,0,2.57,36.04,55.54,0.79,3.17
"06037404201","Census Tract 4042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4042.01",,,,494,6,0,23,0,0,119,346,0,0,1.21,0,4.66,0,0,24.09,70.04,0,0
"06037404203","Census Tract 4042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4042.03",,,,440,23,0,0,0,0,96,316,0,5,5.23,0,0,0,0,21.82,71.82,0,1.14
"06037404301","Census Tract 4043.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4043.01",,,,386,0,0,13,0,14,136,166,40,17,0,0,3.37,0,3.63,35.23,43.01,10.36,4.4
"06037404302","Census Tract 4043.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4043.02",,,,411,0,0,1,0,0,158,251,0,1,0,0,0.24,0,0,38.44,61.07,0,0.24
"06037404401","Census Tract 4044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044.01",,,,632,0,6,0,0,29,233,356,0,8,0,0.95,0,0,4.59,36.87,56.33,0,1.27
"06037404402","Census Tract 4044.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044.02",,,,735,18,15,0,0,14,148,333,172,35,2.45,2.04,0,0,1.9,20.14,45.31,23.4,4.76
"06037404501","Census Tract 4045.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.01",,,,374,0,31,106,5,4,78,150,0,0,0,8.29,28.34,1.34,1.07,20.86,40.11,0,0
"06037404503","Census Tract 4045.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.03",,,,597,6,85,35,12,32,115,306,0,6,1.01,14.24,5.86,2.01,5.36,19.26,51.26,0,1.01
"06037404504","Census Tract 4045.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.04",,,,479,37,0,0,19,25,234,164,0,0,7.72,0,0,3.97,5.22,48.85,34.24,0,0
"06037404600","Census Tract 4046, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4046",,,,359,0,0,3,7,0,81,215,50,3,0,0,0.84,1.95,0,22.56,59.89,13.93,0.84
"06037404701","Census Tract 4047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"404701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047.01",,,,903,12,29,0,0,0,290,514,58,0,1.33,3.21,0,0,0,32.12,56.92,6.42,0
