Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10035_001,SE_A10035_002,SE_A10035_003,SE_A10035_004,SE_A10035_005,SE_A10035_006,SE_A10035_007,SE_A10035_008,SE_A10035_009,SE_A10035_010,PCT_SE_A10035_002,PCT_SE_A10035_003,PCT_SE_A10035_004,PCT_SE_A10035_005,PCT_SE_A10035_006,PCT_SE_A10035_007,PCT_SE_A10035_008,PCT_SE_A10035_009,PCT_SE_A10035_010
"06037204700","Census Tract 2047, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2047",,,,603,0,0,24,22,0,119,387,23,28,0,0,3.98,3.65,0,19.73,64.18,3.81,4.64
"06037204810","Census Tract 2048.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2048.10",,,,407,0,0,0,0,28,112,172,49,46,0,0,0,0,6.88,27.52,42.26,12.04,11.3
"06037204820","Census Tract 2048.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2048.20",,,,250,0,3,6,10,8,80,96,31,16,0,1.2,2.4,4,3.2,32,38.4,12.4,6.4
"06037204910","Census Tract 2049.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2049.10",,,,154,0,0,2,0,7,29,67,44,5,0,0,1.3,0,4.55,18.83,43.51,28.57,3.25
"06037204920","Census Tract 2049.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2049.20",,,,250,0,0,0,0,3,58,159,21,9,0,0,0,0,1.2,23.2,63.6,8.4,3.6
"06037205110","Census Tract 2051.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2051.10",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037205120","Census Tract 2051.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2051.20",,,,110,0,0,0,0,0,28,55,12,15,0,0,0,0,0,25.45,50,10.91,13.64
"06037206010","Census Tract 2060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.10",,,,98,0,0,0,0,0,10,29,25,34,0,0,0,0,0,10.2,29.59,25.51,34.69
"06037206020","Census Tract 2060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.20",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037206050","Census Tract 2060.50, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.50",,,,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0
"06037206051","Census Tract 2060.51, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.51",,,,331,0,0,0,0,0,0,100,87,144,0,0,0,0,0,0,30.21,26.28,43.5
"06037206052","Census Tract 2060.52, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.52",,,,167,0,0,0,0,0,0,89,29,49,0,0,0,0,0,0,53.29,17.37,29.34
"06037206053","Census Tract 2060.53, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.53",,,,164,0,0,0,0,0,0,129,29,6,0,0,0,0,0,0,78.66,17.68,3.66
"06037206054","Census Tract 2060.54, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2060.54",,,,42,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,54.76,45.24,0
"06037206201","Census Tract 2062.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2062.01",,,,101,0,0,0,0,0,17,84,0,0,0,0,0,0,0,16.83,83.17,0,0
"06037206202","Census Tract 2062.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2062.02",,,,183,0,0,0,0,11,36,95,41,0,0,0,0,0,6.01,19.67,51.91,22.4,0
"06037206301","Census Tract 2063.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2063.01",,,,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,100,0
"06037206302","Census Tract 2063.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2063.02",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037206303","Census Tract 2063.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"206303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2063.03",,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,100,0
"06037207101","Census Tract 2071.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2071.01",,,,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,100,0,0,0
"06037207102","Census Tract 2071.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2071.02",,,,33,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,51.52,48.48,0
"06037207103","Census Tract 2071.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2071.03",,,,26,0,0,0,0,0,0,13,6,7,0,0,0,0,0,0,50,23.08,26.92
"06037207303","Census Tract 2073.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.03",,,,50,0,0,0,0,0,0,28,22,0,0,0,0,0,0,0,56,44,0
"06037207304","Census Tract 2073.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.04",,,,35,0,0,0,0,0,16,0,19,0,0,0,0,0,0,45.71,0,54.29,0
"06037207305","Census Tract 2073.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.05",,,,69,0,0,0,0,0,8,49,12,0,0,0,0,0,0,11.59,71.01,17.39,0
"06037207306","Census Tract 2073.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.06",,,,166,0,0,0,0,0,22,49,82,13,0,0,0,0,0,13.25,29.52,49.4,7.83
"06037207307","Census Tract 2073.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.07",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037207308","Census Tract 2073.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2073.08",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037207400","Census Tract 2074, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2074",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037207501","Census Tract 2075.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2075.01",,,,179,0,0,0,0,0,18,58,83,20,0,0,0,0,0,10.06,32.4,46.37,11.17
"06037207502","Census Tract 2075.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2075.02",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037207711","Census Tract 2077.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2077.11",,,,387,0,0,0,0,0,16,146,98,127,0,0,0,0,0,4.13,37.73,25.32,32.82
"06037207712","Census Tract 2077.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2077.12",,,,359,0,0,0,0,0,27,195,53,84,0,0,0,0,0,7.52,54.32,14.76,23.4
"06037207901","Census Tract 2079.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2079.01",,,,154,0,0,0,0,0,23,16,52,63,0,0,0,0,0,14.94,10.39,33.77,40.91
"06037207902","Census Tract 2079.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"207902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2079.02",,,,516,0,0,0,26,0,0,49,119,322,0,0,0,5.04,0,0,9.5,23.06,62.4
"06037208001","Census Tract 2080.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2080.01",,,,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,100,0,0,0
"06037208002","Census Tract 2080.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2080.02",,,,148,0,0,0,0,0,22,30,29,67,0,0,0,0,0,14.86,20.27,19.59,45.27
"06037208301","Census Tract 2083.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2083.01",,,,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,100,0,0,0
"06037208302","Census Tract 2083.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2083.02",,,,242,0,0,0,0,0,0,10,151,81,0,0,0,0,0,0,4.13,62.4,33.47
"06037208401","Census Tract 2084.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2084.01",,,,18,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,38.89,61.11
"06037208402","Census Tract 2084.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2084.02",,,,148,0,14,0,0,0,18,32,45,39,0,9.46,0,0,0,12.16,21.62,30.41,26.35
"06037208501","Census Tract 2085.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2085.01",,,,78,0,0,0,0,0,0,8,69,1,0,0,0,0,0,0,10.26,88.46,1.28
"06037208502","Census Tract 2085.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2085.02",,,,25,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,60,40
"06037208610","Census Tract 2086.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2086.10",,,,128,0,0,0,0,0,21,39,35,33,0,0,0,0,0,16.41,30.47,27.34,25.78
"06037208620","Census Tract 2086.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2086.20",,,,185,0,0,0,0,33,11,31,86,24,0,0,0,0,17.84,5.95,16.76,46.49,12.97
"06037208710","Census Tract 2087.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2087.10",,,,261,0,0,0,0,11,140,99,11,0,0,0,0,0,4.21,53.64,37.93,4.21,0
"06037208720","Census Tract 2087.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2087.20",,,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,100,0
"06037208801","Census Tract 2088.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2088.01",,,,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,100,0,0
"06037208802","Census Tract 2088.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2088.02",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037208902","Census Tract 2089.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2089.02",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037208903","Census Tract 2089.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2089.03",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037208904","Census Tract 2089.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"208904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2089.04",,,,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,100,0,0
"06037209103","Census Tract 2091.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2091.03",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037209104","Census Tract 2091.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2091.04",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037209105","Census Tract 2091.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2091.05",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037209106","Census Tract 2091.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2091.06",,,,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,100,0,0
"06037209201","Census Tract 2092.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2092.01",,,,121,0,0,0,0,0,0,89,0,32,0,0,0,0,0,0,73.55,0,26.45
"06037209202","Census Tract 2092.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2092.02",,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
"06037209300","Census Tract 2093, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2093",,,,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,100,0,0,0
"06037209401","Census Tract 2094.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2094.01",,,,19,0,0,0,0,0,9,0,0,10,0,0,0,0,0,47.37,0,0,52.63
"06037209402","Census Tract 2094.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2094.02",,,,67,0,0,0,0,14,25,14,0,14,0,0,0,0,20.9,37.31,20.9,0,20.9
"06037209403","Census Tract 2094.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2094.03",,,,34,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,100
"06037209510","Census Tract 2095.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2095.10",,,,32,0,0,0,0,0,0,7,12,13,0,0,0,0,0,0,21.88,37.5,40.62
"06037209520","Census Tract 2095.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2095.20",,,,9,0,0,9,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
"06037209810","Census Tract 2098.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2098.10",,,,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,100
"06037209820","Census Tract 2098.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"209820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2098.20",,,,105,0,0,0,0,0,8,13,64,20,0,0,0,0,0,7.62,12.38,60.95,19.05
"06037210010","Census Tract 2100.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"210010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2100.10",,,,112,0,7,0,0,10,57,38,0,0,0,6.25,0,0,8.93,50.89,33.93,0,0
"06037211000","Census Tract 2110, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2110",,,,1231,0,0,0,0,8,11,38,54,1120,0,0,0,0,0.65,0.89,3.09,4.39,90.98
"06037211121","Census Tract 2111.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2111.21",,,,54,0,10,0,12,0,0,17,0,15,0,18.52,0,22.22,0,0,31.48,0,27.78
"06037211122","Census Tract 2111.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2111.22",,,,95,12,0,0,0,31,0,0,19,33,12.63,0,0,0,32.63,0,0,20,34.74
"06037211123","Census Tract 2111.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2111.23",,,,31,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,100,0
"06037211124","Census Tract 2111.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2111.24",,,,156,0,0,14,8,0,62,61,10,1,0,0,8.97,5.13,0,39.74,39.1,6.41,0.64
"06037211201","Census Tract 2112.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2112.01",,,,83,0,0,0,6,0,10,43,0,24,0,0,0,7.23,0,12.05,51.81,0,28.92
"06037211202","Census Tract 2112.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2112.02",,,,28,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,28.57,71.43,0
"06037211310","Census Tract 2113.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2113.10",,,,86,0,0,0,0,0,0,41,27,18,0,0,0,0,0,0,47.67,31.4,20.93
"06037211320","Census Tract 2113.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2113.20",,,,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,100,0,0,0
"06037211410","Census Tract 2114.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2114.10",,,,68,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,100
"06037211420","Census Tract 2114.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2114.20",,,,175,0,0,0,15,0,34,47,6,73,0,0,0,8.57,0,19.43,26.86,3.43,41.71
"06037211500","Census Tract 2115, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2115",,,,604,0,0,0,0,6,0,34,55,509,0,0,0,0,0.99,0,5.63,9.11,84.27
"06037211701","Census Tract 2117.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2117.01",,,,438,0,0,0,0,0,0,184,78,176,0,0,0,0,0,0,42.01,17.81,40.18
"06037211703","Census Tract 2117.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2117.03",,,,217,0,0,0,0,0,71,64,58,24,0,0,0,0,0,32.72,29.49,26.73,11.06
"06037211704","Census Tract 2117.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2117.04",,,,207,12,0,0,0,0,36,97,62,0,5.8,0,0,0,0,17.39,46.86,29.95,0
"06037211802","Census Tract 2118.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2118.02",,,,133,0,0,0,0,0,65,21,0,47,0,0,0,0,0,48.87,15.79,0,35.34
"06037211803","Census Tract 2118.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2118.03",,,,89,0,0,0,0,0,43,41,0,5,0,0,0,0,0,48.31,46.07,0,5.62
"06037211804","Census Tract 2118.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2118.04",,,,13,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,38.46,0,61.54
"06037211910","Census Tract 2119.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2119.10",,,,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,100,0,0,0
"06037211921","Census Tract 2119.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2119.21",,,,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,100
"06037211922","Census Tract 2119.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"211922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2119.22",,,,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,100
"06037212101","Census Tract 2121.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"212101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2121.01",,,,192,48,0,0,0,0,0,81,43,20,25,0,0,0,0,0,42.19,22.4,10.42
